Nombre,Tile,Año,Variable,Tipo,Ctd_OFFrange
T17LQL_2016_EVI.tif,T17LQL,2016,EVI,QV y OFFSET,3
T17LQL_2017_EVI.tif,T17LQL,2017,EVI,QV y OFFSET,142
T17LQL_2018_EVI.tif,T17LQL,2018,EVI,QV y OFFSET,5
T17LQL_2019_EVI.tif,T17LQL,2019,EVI,QV y OFFSET,7
T17LQL_2020_EVI.tif,T17LQL,2020,EVI,QV y OFFSET,96
T17LQL_2021_EVI.tif,T17LQL,2021,EVI,QV y OFFSET,15
T17LQL_2022_EVI.tif,T17LQL,2022,EVI,QV y OFFSET,6
T17LQL_2023_EVI.tif,T17LQL,2023,EVI,QV y OFFSET,2
T17LQL_2024_EVI.tif,T17LQL,2024,EVI,QV y OFFSET,10
T17LRL_2016_EVI.tif,T17LRL,2016,EVI,QV y OFFSET,26
T17LRL_2017_EVI.tif,T17LRL,2017,EVI,QV y OFFSET,46
T17LRL_2018_EVI.tif,T17LRL,2018,EVI,QV y OFFSET,127
T17LRL_2019_EVI.tif,T17LRL,2019,EVI,QV y OFFSET,81
T17LRL_2020_EVI.tif,T17LRL,2020,EVI,QV y OFFSET,644
T17LRL_2021_EVI.tif,T17LRL,2021,EVI,QV y OFFSET,98
T17LRL_2022_EVI.tif,T17LRL,2022,EVI,QV y OFFSET,67
T17LRL_2023_EVI.tif,T17LRL,2023,EVI,QV y OFFSET,67
T17LRL_2024_EVI.tif,T17LRL,2024,EVI,QV y OFFSET,33
T17MQM_2016_EVI.tif,T17MQM,2016,EVI,QV y OFFSET,3
T17MQM_2017_EVI.tif,T17MQM,2017,EVI,QV y OFFSET,4
T17MQM_2018_EVI.tif,T17MQM,2018,EVI,QV y OFFSET,3
T17MQM_2019_EVI.tif,T17MQM,2019,EVI,QV y OFFSET,5
T17MQM_2020_EVI.tif,T17MQM,2020,EVI,QV y OFFSET,2
T17MQM_2021_EVI.tif,T17MQM,2021,EVI,QV y OFFSET,15
T17MQM_2022_EVI.tif,T17MQM,2022,EVI,QV y OFFSET,6
T17MQM_2023_EVI.tif,T17MQM,2023,EVI,QV y OFFSET,9
T17MQM_2024_EVI.tif,T17MQM,2024,EVI,QV y OFFSET,5
T17MRM_2016_EVI.tif,T17MRM,2016,EVI,QV y OFFSET,22
T17MRM_2017_EVI.tif,T17MRM,2017,EVI,QV y OFFSET,27
T17MRM_2018_EVI.tif,T17MRM,2018,EVI,QV y OFFSET,27
T17MRM_2019_EVI.tif,T17MRM,2019,EVI,QV y OFFSET,42
T17MRM_2020_EVI.tif,T17MRM,2020,EVI,QV y OFFSET,19
T17MRM_2021_EVI.tif,T17MRM,2021,EVI,QV y OFFSET,86
T17MRM_2022_EVI.tif,T17MRM,2022,EVI,QV y OFFSET,49
T17MRM_2023_EVI.tif,T17MRM,2023,EVI,QV y OFFSET,76
T17MRM_2024_EVI.tif,T17MRM,2024,EVI,QV y OFFSET,58
T17LQL_2016_SAVI.tif,T17LQL,2016,SAVI,QV y OFFSET,0
T17LQL_2017_SAVI.tif,T17LQL,2017,SAVI,QV y OFFSET,0
T17LQL_2018_SAVI.tif,T17LQL,2018,SAVI,QV y OFFSET,0
T17LQL_2019_SAVI.tif,T17LQL,2019,SAVI,QV y OFFSET,0
T17LQL_2020_SAVI.tif,T17LQL,2020,SAVI,QV y OFFSET,0
T17LQL_2021_SAVI.tif,T17LQL,2021,SAVI,QV y OFFSET,0
T17LQL_2022_SAVI.tif,T17LQL,2022,SAVI,QV y OFFSET,0
T17LQL_2023_SAVI.tif,T17LQL,2023,SAVI,QV y OFFSET,0
T17LQL_2024_SAVI.tif,T17LQL,2024,SAVI,QV y OFFSET,0
T17LRL_2016_SAVI.tif,T17LRL,2016,SAVI,QV y OFFSET,0
T17LRL_2017_SAVI.tif,T17LRL,2017,SAVI,QV y OFFSET,0
T17LRL_2018_SAVI.tif,T17LRL,2018,SAVI,QV y OFFSET,0
T17LRL_2019_SAVI.tif,T17LRL,2019,SAVI,QV y OFFSET,0
T17LRL_2020_SAVI.tif,T17LRL,2020,SAVI,QV y OFFSET,0
T17LRL_2021_SAVI.tif,T17LRL,2021,SAVI,QV y OFFSET,0
T17LRL_2022_SAVI.tif,T17LRL,2022,SAVI,QV y OFFSET,0
T17LRL_2023_SAVI.tif,T17LRL,2023,SAVI,QV y OFFSET,0
T17LRL_2024_SAVI.tif,T17LRL,2024,SAVI,QV y OFFSET,0
T17MQM_2016_SAVI.tif,T17MQM,2016,SAVI,QV y OFFSET,0
T17MQM_2017_SAVI.tif,T17MQM,2017,SAVI,QV y OFFSET,0
T17MQM_2018_SAVI.tif,T17MQM,2018,SAVI,QV y OFFSET,0
T17MQM_2019_SAVI.tif,T17MQM,2019,SAVI,QV y OFFSET,0
T17MQM_2020_SAVI.tif,T17MQM,2020,SAVI,QV y OFFSET,0
T17MQM_2021_SAVI.tif,T17MQM,2021,SAVI,QV y OFFSET,0
T17MQM_2022_SAVI.tif,T17MQM,2022,SAVI,QV y OFFSET,0
T17MQM_2023_SAVI.tif,T17MQM,2023,SAVI,QV y OFFSET,0
T17MQM_2024_SAVI.tif,T17MQM,2024,SAVI,QV y OFFSET,0
T17MRM_2016_SAVI.tif,T17MRM,2016,SAVI,QV y OFFSET,0
T17MRM_2017_SAVI.tif,T17MRM,2017,SAVI,QV y OFFSET,0
T17MRM_2018_SAVI.tif,T17MRM,2018,SAVI,QV y OFFSET,0
T17MRM_2019_SAVI.tif,T17MRM,2019,SAVI,QV y OFFSET,0
T17MRM_2020_SAVI.tif,T17MRM,2020,SAVI,QV y OFFSET,0
